South Carolina,114.73574167958,104.62514929872,0.74285251693577,11–9,11,20,53.2,48.9,36.3,32.3,14.9,14.4,28.3,30.3,68.1,57.5,51.1,32.2,29.8,6.5,11.7,55.2,53.3,46.3,34.1,65.684582447798,77.71356581334408,80.7815,2.0622124424884976,2026,0,0,55.83380000000002,,78.7,70.3,1.136,1.058,25.94073
Oklahoma,119.58678528849,109.16274664243,0.7405498957069,11–8,11,19,54,49.7,34.2,32.3,14.3,15.5,35.3,30.8,69.9,56,48.4,34.3,34.5,11.8,9.7,52.1,50.2,44.5,39.5,66.678989620825,77.43541917368631,81.3935,2.205717712914833,2026,0,0,54.783519999999996,,73.3,73.6,1.194,1.076,26.889447368421
Dayton,109.78605368189,100.4247149775,0.73593361304957,14–6,14,20,51.7,50.1,46.2,32,16.2,23.4,27,31.3,69.2,54.1,48.5,32.3,34.9,13.3,11,57.3,52.1,42.1,42.5,67.736716405303,77.31958128078816,80.75649999999999,2.2196000000000002,2026,0,0,13.736040000000003,,75,68.6,1.095,0.98,16.957525
Florida Atlantic,113.89599446537,104.31954997468,0.73302202054903,12–6,12,18,54.3,49.9,33,37.8,17.5,17.2,32,26.8,71.4,55.9,48.4,34.7,35,15.3,7.8,49.1,46.7,41,36.7,70.768671758467,77.81218170706863,81.134,1.1936387277455491,2026,0,0,41.60028,,71.2,72.9,1.127,1.036,15.517166666667
Xavier,115.21412461827,105.63081191182,0.73080010965827,11–9,11,20,51.4,52.9,27.1,33.9,13.4,17,26.7,27.5,72.3,48.7,53.7,36.7,34.3,11.3,10.9,67.6,64.6,41.6,36,70.412870253685,78.62933657942787,81.5775,2.3365326934613084,2026,0,0,32.45312,,70.2,67.8,1.086,1.068,25.590205
Kansas St.,115.88129806918,106.29405690576,0.72970087924029,10–9,10,19,55.3,50.7,28.2,35.7,17,17,32.7,32.2,74.8,54.5,51.9,37.6,32.4,9.7,10.8,61.8,53.3,42.5,37.4,72.231479804218,77.68955766511814,80.86350000000002,2.139627925585118,2026,0,0,34.75388,,71.4,72.2,1.139,1.072,27.138184210526
Utah Valley,114.04038590225,104.68400597083,0.72799475145931,12–5,12,17,56,49.4,35.3,36.4,20.6,20.5,34.5,31,71.1,58.3,49.6,34.4,32.6,13.3,7,62.2,51.5,33.6,33.7,69.75718914797,77.97259427158457,80.187,1.8328334333133371,2026,0,0,12.81828,,68.4,76.3,1.11,1.018,14.036547058824
Hawaii,106.19949220127,97.713308158681,0.72266868136524,12–4,12,16,52.8,43.7,42,36.3,19.4,17.3,33.7,25,71.4,56.3,44.6,31.6,27.8,10,9.1,51.2,37.3,38.9,31.2,69.018617736953,78.3498432601881,81.54050000000001,2.5117023404680943,2026,0,0,9.026680000000002,,72.4,67.5,1.096,0.912,9.28390625
Mississippi,113.15213455606,104.28518732737,0.71878542825041,11–9,11,20,50.4,48.8,33.3,40.9,14.6,17.6,30.6,31.9,67.6,49.9,48.2,34.2,33.1,14.2,9,52.2,57,37.5,42,64.917562664595,77.84279031930039,80.60300000000002,2.0228045609121823,2026,0,0,45.206920000000004,,74.1,69.1,1.101,1.048,26.679585
Notre Dame,113.26057991183,104.50202883247,0.71617648238133,10–9,10,19,52.3,49.6,32.5,33.6,17.7,14.2,33.4,24.7,66.2,51.2,51.5,35.9,31.5,6.5,7.8,46.4,51.3,41.2,45.7,65.134014677204,78.20337261275903,81.068,1.493397358943577,2026,0,0,63.83376,,69.1,74.9,1.097,1.056,29.331610526316
Memphis,107.66502000221,99.404796209131,0.71463040469195,9–9,9,18,49.3,47.6,33.4,39.8,20.2,19.5,36.1,35.8,70.6,49.2,49.7,33,29.8,13.1,11.8,54.9,56.7,36.5,43.8,68.54662232817,77.76676737160122,82.1145,2.2129574085182964,2026,0,0,46.651360000000004,,68.9,72.3,1.04,1.03,25.352872222222
Colorado,117.55009861568,108.72282565854,0.71048131734092,12–7,12,19,53.4,51.5,38.6,34.1,14.1,15.5,31.7,29.2,70.3,53.8,50.5,35,35.6,9.5,8.1,54.9,48.2,32.9,35.9,68.685586453714,78.13642871752914,82.5865,1.065573770491803,2026,0,0,34.90752,,77.2,71.4,1.165,1.09,21.35102631579
Murray St.,118.77448667362,110.03482105868,0.70660296605131,16–4,16,20,56,49.1,39.9,32.1,16.4,16.4,34.6,32.1,73.6,57.1,48.5,36.4,33.9,8.9,7.9,52,39.7,45.9,23.9,72.274605882954,77.96879999999999,81.3925,1.8306000000000004,2026,0,0,38.80148,,75.7,74.3,1.194,1.066,13.33255
Colorado St.,120.81808474582,111.96043969421,0.70591261242811,11–8,11,19,59.6,53.4,37.8,32.5,19,15.1,31.9,28.9,64.1,57.2,55.6,41.5,33.8,6.5,7.8,61,48,49,46.2,61.867336604366,77.68579626972739,81.05850000000001,1.808438312337532,2026,0,0,29.83484,,76.8,69.1,1.194,1.12,19.254710526316
Arizona St.,117.82062182276,109.27526334225,0.7038861314106,10–9,10,19,52.1,53.9,41.2,36.7,16.6,19.1,31.1,33.2,71.7,53.1,53.9,33.7,36,13.2,10.6,53.2,52.8,38.4,42.6,69.777122400727,78.92754203362692,83.388,1.9108356657337073,2026,0,0,16.97344,,74.4,77.2,1.109,1.122,31.734736842105
Wyoming,116.54010885303,108.17252310548,0.70200069309153,10–8,10,18,53.1,50.5,38.6,50.8,17.5,17.7,35.2,26.6,69.4,55.2,51.7,33.5,32.3,7.4,9.8,53.6,41.3,41.5,36.1,66.546365293334,77.13639106819554,79.97049999999999,1.5787999999999998,2026,0,0,9.681520000000003,,73.8,70.9,1.142,1.046,18.570566666667
Liberty,117.3229602985,109.22494311949,0.69476501494442,14–3,14,17,59.7,50.7,30.1,25.7,13.6,18.3,20.2,33.1,64.9,59.6,48.5,39.9,36.2,9.8,10.7,60.5,47.3,46.4,38.1,63.444883329032,75.2339060235976,78.935,2.391800000000001,2026,0,0,1.7529600000000025,,69.8,71.7,1.167,1.065,13.7521
Northern Iowa,103.75790011599,96.697026377945,0.69221454660332,11–8,11,19,50.1,45.7,26.5,31.8,14.2,18.1,21.3,26,63.5,51.6,49.9,31.9,26.2,10.4,9.1,58,49.9,40.5,39.7,61.862723448039,77.66753926701571,79.781,2.3335332933413317,2026,0,0,19.788880000000002,,67.7,70.4,1.017,0.949,15.643831578947
High Point,119.23199419556,111.34006291544,0.68730346849979,15–4,15,19,56.2,51,43.7,35.1,12.7,21.6,31.7,31.1,70.6,58,52.2,35.8,32.8,10.4,8.9,54.4,52.7,42.5,41.8,69.353011751656,76.33086876155268,79.59349999999999,2.530293941211758,2026,0,0,13.784920000000003,,72.3,70.1,1.224,1.018,6.5922684210526
Mississippi St.,110.9836674917,103.98041278002,0.67908627030259,10–10,10,20,49.9,48.5,32.4,30.9,15.8,13.2,31.5,29.5,71.2,53.3,50.4,29.8,30.3,11.6,10.5,44.1,48.6,39.6,39.1,68.450135902138,77.50879648140743,81.8465,2.2067173130747704,2026,0,0,47.640640000000005,,68.7,75.2,1.07,1.082,27.84297
Seattle,104.59316101958,97.993987437879,0.67906505551617,12–7,12,19,50.5,47.6,33.5,33.6,17.2,21.4,25.5,33.9,69.7,50.4,48.3,33.7,30.9,14,9.3,52.9,52.8,38.1,37.1,68.11943779168,77.26068633353401,81.106,2.2740903638544587,2026,0,0,10.274080000000005,,69.8,74,1.024,0.989,18.352194736842
George Mason,114.35302105133,107.3328774195,0.67449496871312,17–2,17,19,53.9,48.4,49.5,29.4,14.4,16.1,30.9,27.5,66.1,55.1,49,34.4,31.7,9.8,10.1,52.9,51.7,34,44,64.316438737175,77.90638472592896,80.76449999999998,2.2885154061624644,2026,0,0,25.575200000000006,,73,72.2,1.169,1.024,10.602721052632
San Francisco,113.92185595144,106.96267567568,0.67368008174557,12–8,12,20,52.1,48.1,38.8,31.4,16.1,14,32.9,27.9,66.5,51.7,48.4,35,31.6,8.7,8.7,56,50.1,46.7,36.2,64.937810139641,78.02585676174841,81.21649999999998,1.7900839664134356,2026,0,0,26.338919999999995,,69.5,72.7,1.11,1.051,16.905335
Georgetown,114.07897481573,107.11126091556,0.67365495980128,10–10,10,20,49.1,49.7,39.7,37.3,14.3,16.4,32.5,30.5,67.5,49.9,48.4,31.7,34.3,11.7,9.7,56.3,50.7,34.6,39.7,66.053209184358,78.18536486759652,81.49799999999999,1.742948589717944,2026,0,0,54.34020000000001,,73.7,74,1.099,1.075,26.650035
Wichita St.,114.19253656825,107.28358703895,0.67210432132364,11–8,11,19,49.7,47.4,37.7,34,15,15.7,40.1,30.1,66,47.9,47.8,35.5,31,10.5,8.6,42.3,47.8,34.8,34.8,64.876106658208,76.2896890343699,80.96800000000002,2.1991203518592575,2026,0,0,9.041440000000001,,69.3,70.4,1.139,1.036,15.778315789474
Utah,118.31942909011,111.16837309744,0.67193145410826,9–10,9,19,53.6,53.2,34.3,30.4,16,14.7,29.9,32.2,70.9,53.4,53.8,35.9,34.6,8,11,49.4,46.2,38.4,33.7,68.535148358594,77.37211204252709,80.53650000000002,1.8343999999999991,2026,0,0,17.069560000000003,,72.9,69.8,1.122,1.134,25.076494736842
Pittsburgh,114.97347274914,108.04598233607,0.67143049563685,8–12,8,20,51.7,51.9,31.2,34.6,16.7,16.6,34.7,28.1,65.7,51.2,51.5,34.9,35.1,9.6,8.2,50.6,51.9,40.8,38.9,64.421411957511,77.13056072832607,79.97399999999999,1.6622675464907015,2026,0,0,55.65432,,66.3,76.7,1.105,1.084,24.37486
Sam Houston St.,113.39371899816,106.76638812213,0.6665367674636,10–7,10,17,52.7,51,30.9,39.8,17.2,17.5,35.5,31.2,71.5,51,52.3,37,32.9,7.8,7.3,53.4,51.4,38.7,45.1,69.978320509515,76.24688839012447,79.19200000000001,1.737294917967187,2026,0,0,16.675400000000003,,71.5,69.4,1.121,1.077,18.115417647059
UC San Diego,114.70177345502,108.09081889839,0.66433714185486,13–5,13,18,55.3,48.6,32.6,31.4,15.4,16.3,28,29.5,69.3,57.8,47.8,34.7,33.1,7,10.6,53.2,55,44,44.5,66.993132346614,77.94266476229342,80.64049999999999,1.672930827668933,2026,0,0,0.20008000000000287,,69.9,69.6,1.135,1.039,11.112433333333
Wright St.,114.89997763528,108.49765110359,0.65911095864738,11–8,11,19,54.8,52.3,36.3,36.2,16.5,17.4,32.2,30.9,68.7,55,53.4,36.3,33.4,12.5,8.7,46.6,43.4,34.2,33.8,65.640281742158,76.88736926790024,79.41000000000001,1.3231353729254147,2026,0,0,0.20004000000000283,,74.5,71.8,1.147,1.091,12.090089473684
DePaul,108.2298916192,102.41383466089,0.65367021484194,11–8,11,19,51.2,48.4,39.9,37.6,17.5,18.7,29.7,31.4,69.1,51.5,46.4,33.8,34.9,9.8,11.3,63,57.4,39.1,33.8,67.230624360333,77.80183299389002,80.867,2.0963807238552294,2026,0,0,43.68488,,69.9,70.6,1.066,1.013,24.382715789474
UC Irvine,105.88541036692,100.31865578151,0.65046110769741,11–7,11,18,48.8,44.7,39.4,29.7,17.8,18.2,30.6,33.3,69.8,48.2,41.5,33.7,33.9,15.1,8.2,55,51.8,29.7,34.4,67.664573454234,78.25243704305443,81.552,1.3878775755151032,2026,0,0,19.931839999999998,,69.3,68.5,1.029,0.974,11.755805555556
Florida St.,113.44241051027,107.70658726999,0.64489466116765,8–11,8,19,50.5,52.9,33.9,36.3,17,20.6,32.9,33.4,74.8,53.8,54.7,31.6,33.7,10.8,13.1,54,57.7,51.8,42.9,71.939629367241,78.33754006410258,81.041,2.0957808438312346,2026,0,0,26.88548,,71.8,73.2,1.088,1.074,29.964584210526
Troy,115.36929434334,109.55068974997,0.64454250135596,12–6,12,18,53.2,50.6,36.8,34.2,16.8,17.9,33.8,32.2,69.4,53,50.6,35.6,33.7,8.3,11.5,55.2,49.8,44.8,36.8,66.33102510842,77.68905831444467,80.459,1.9233846769353864,2026,0,0,0.19996000000000286,,73,68.7,1.131,1.063,14.265
Bowling Green,110.77220722588,105.26755202714,0.64248423958648,10–6,10,16,52.7,50.9,39.8,39.9,16.5,21.1,30.3,28,70.8,53.1,52.9,34.8,32.2,10.6,9.5,51.2,54.7,34.6,43.2,67.689645996132,78.08977608787497,80.92600000000002,2.471105778844231,2026,0,0,15.318399999999999,,73.5,74.6,1.118,1.011,11.9131875
Middle Tennessee,110.25015927055,104.80734068641,0.64157891101889,8–8,8,16,51.1,48.9,28.2,37.4,17.4,15,29.6,30.3,66.3,49.3,49.6,35.6,31.6,11.5,8.7,52.5,48,44.5,33.9,64.697419061856,78.34609053497942,81.3875,2.0902541524914953,2026,0,0,20.829440000000005,,68.2,72.8,1.048,1.076,22.21675
St. Thomas,113.75128343414,108.29504011777,0.63767388674271,14–5,14,19,58.2,52.7,36.9,32.6,14.6,18.7,21.3,27.7,70.3,62.8,53,35.1,34.8,7.2,8,56.6,53.3,45.6,40.1,68.375863035753,77.15278350515463,79.37650000000002,1.1267493002798887,2026,0,0,19.887040000000002,,71.2,75.4,1.146,1.066,11.492010526316
UNLV,112.44156048553,107.07663568433,0.6369663933294,9–8,9,17,51.5,50.8,46.7,45.7,17.3,19.1,33,33.8,71.7,53.4,52.1,32,32.4,11.4,8.3,53,55.4,34.6,38,70.490952476646,77.4463141025641,81.04400000000001,1.6766646670665866,2026,0,0,45.89660000000001,,67.9,71.2,1.09,1.081,20.237429411765
William & Mary,110.41327240964,105.47333437166,0.62863842985216,12–6,12,18,53.9,49.8,37.7,35.4,17.4,20.4,26.5,32.6,74.8,57.1,53.8,33.4,30,11,11.8,66.5,53.6,45.6,45.5,73.55697395483,77.31763992725804,79.05600000000001,2.4513097380523896,2026,0,0,0.2000400000000028,,75,70.2,1.082,1.034,14.631972222222
Davidson,110.51182892253,105.91819678508,0.61969131203243,11–6,11,17,53.2,51.4,34.9,34.1,16.9,17.7,28.9,30.1,65,52.1,52.8,36.5,32.6,10.9,9.2,53.1,45.9,43.4,36.7,64.298220213018,77.78085539714868,80.3835,1.414565826330533,2026,0,0,26.111800000000002,,66.1,67.1,1.082,1.059,17.223364705882
Cal Baptist,109.34199679061,104.91099761977,0.61674010490937,14–6,14,20,48.6,47.6,36.2,37.4,18.5,16.4,39.9,26.2,67.5,49.4,47.7,31.2,31.7,6.7,10.2,42.5,45.9,31.4,33.3,65.012674171561,76.4881439084219,81.5025,2.1030000000000006,2026,0,0,1.8493600000000026,,72.3,73.9,1.077,1.02,13.87693
Hofstra,116.59830470855,111.99771894388,0.61371296880129,11–8,11,19,52.1,48.6,33.7,37.2,16.3,15.3,34.5,32.6,66.3,48.2,45.8,38.3,34.9,10.2,10.8,49.3,56.3,42,41.6,65.016418012043,77.44301207284634,81.18050000000002,1.8004000000000002,2026,0,0,0.20000000000000287,,76.9,73.5,1.135,1.089,15.041257894737
North Dakota St.,112.03246612233,107.82977992523,0.60818768370502,14–5,14,19,51.8,52,31.9,29,16.2,20,35.3,29.5,68.3,52.4,51.6,34,35.1,9.1,8.4,51.8,54.3,43,39.9,66.109436814489,76.18497461928933,79.6155,1.7904419116176764,2026,0,0,0.20004000000000283,,70.7,75.1,1.122,1.041,9.0678842105263
Marquette,110.74733052052,106.72307703716,0.60483677954798,7–14,7,21,48.5,52.3,34.7,33.5,15.5,18.9,31.7,33.7,71,50.6,52.4,30.2,34.7,7.8,9.9,57.7,58.3,41.5,37.7,69.455401084552,77.6939551641313,81.334,1.4032387045181918,2026,0,0,59.882639999999995,,67.8,76.8,1.05,1.095,29.87389047619
Maryland,111.73838712999,107.70097716968,0.60425327230171,8–12,8,20,47.6,54.7,40.1,34,18,16.9,32.9,31,69.4,47,54.3,32.2,36.9,7.4,13.2,45,61.1,45.9,41.8,67.300450589453,76.99759951990399,80.175,1.9257851570314064,2026,0,0,52.45116,,73.2,71.8,1.044,1.131,37.3822
UAB,111.21587944981,107.24642489199,0.60299389632865,11–8,11,19,48.1,50.6,36.9,31.2,12.5,16.8,33.8,26.7,71.5,50.3,50.1,28.3,34.2,8.7,9.6,49.4,53.7,28.5,40.8,69.455525718507,76.49024341178838,79.60650000000001,1.8830467812874847,2026,0,0,30.797679999999996,,71.9,73.6,1.107,1.046,14.554768421053
Pacific,112.36969212777,108.38890300327,0.60223545835276,11–8,11,19,53.1,49.6,34.3,37.7,20.7,15.6,36.5,25.1,66.8,53.1,48.3,35.4,34.3,7.7,10.8,55.2,48.9,37.7,41.6,64.628637420108,77.06910405785457,80.54799999999999,2.55128974205159,2026,0,0,13.83596,,77.4,72.8,1.1,1.056,18.670510526316
Rhode Island,107.69783771416,103.93640399889,0.60080691593375,12–8,12,20,52.2,50.6,37.9,41.9,19,21.2,33.3,31.1,65.9,57.3,49.1,30.5,35.2,12.4,9.4,44.7,53.1,43.5,41,65.446247601726,76.35399117529083,79.881,2.492200000000001,2026,0,0,9.666720000000002,,72.5,69.1,1.096,1.015,13.650205
Montana St.,110.96457905923,107.18044996536,0.59845159935288,9–8,9,17,52.9,50.3,29.5,33.1,15.3,16,28,30.1,67.3,53.5,51.1,34.7,32.6,6.6,7.2,39.1,44.4,44.5,35.5,65.471445761662,77.28507704785076,80.2725,2.3689999999999993,2026,0,0,12.19424,,74.1,77,1.104,1.079,16.980629411765
Duquesne,111.74427483033,107.93709958195,0.59836087891423,9–9,9,18,54.5,50.8,39.3,41.7,18.6,17.4,29.6,28.7,71.8,57.3,51.5,34.2,33.2,8.5,11,59.1,53.5,45.6,40.5,70.771635494941,77.5494796980208,80.22200000000001,2.5186000000000006,2026,0,0,6.577760000000003,,71,74.1,1.107,1.063,17.475455555556
New Mexico St.,114.70830185494,110.89940107378,0.59588360855558,7–8,7,15,51.1,48.8,33.1,46.1,15.1,15.7,32.8,29.7,66.9,50.7,48.2,34.5,33.1,10.4,6.9,49.5,49.7,39.9,41,65.982037540089,76.94554952782799,80.2025,2.4572000000000003,2026,0,0,3.2477600000000035,,74.1,75.6,1.122,1.08,13.376366666667
Richmond,112.06653812591,108.69915761658,0.58682381246758,12–7,12,19,54,50.4,39.5,31.6,14.9,17.8,26.6,29.4,70,50.9,53.8,39,30.8,7.9,7.8,56,44.6,41,45.6,67.969019186297,76.68522613065326,80.6175,2.150430086017204,2026,0,0,5.168920000000002,,74.6,68.3,1.136,1.04,12.352547368421
Illinois Chicago,108.89748046059,105.71691519173,0.58440495113203,8–10,8,18,47.6,48.3,39.1,36.5,18.1,20,37.1,35.6,67.2,49.1,50.1,29.7,30.8,13,10.8,53,65.6,33.7,45.5,66.001806672457,77.15795844260641,79.69550000000001,1.5172965406918615,2026,0,0,10.391040000000002,,73,75.8,1.06,1.044,15.4386
Georgia Tech,109.20028022861,106.44725238191,0.57288741569044,11–9,11,20,50.6,47.2,36.5,33.5,18.8,15.9,31.5,29.3,71.8,48.6,48.1,36.6,30.7,12.1,10,62.8,56.7,31.5,43.8,70.362100156716,78.07048278671827,80.76500000000001,1.6354729054189154,2026,0,0,80.31568,,68.8,68.2,1.038,1.015,19.75801
Penn St.,115.06087396025,112.40091260994,0.5668416467869,9–10,9,19,53.1,56.9,32.8,26.1,13.4,18.8,27.9,31.2,67.9,55.6,57.1,32.9,37.8,4.3,9.1,48.7,57.4,39.6,44.7,66.922567512321,78.92307692307693,81.70649999999999,0.9524095180963807,2026,0,0,54.98516,,73.5,76.3,1.127,1.141,26.164152631579
Oakland,117.69586895614,114.97716819956,0.56678820602945,10–10,10,20,52.3,55.1,40.7,25.1,14.5,15,30.7,35,71.8,52.5,58.4,34.7,33.3,8.7,12.3,54.9,63.8,33.3,38.5,70.63065871744,76.66633003433651,79.02400000000002,2.5754,2026,0,0,0.20000000000000281,,74.6,72.6,1.147,1.172,28.088575
Mercer,115.04970125963,112.42210585807,0.56603493161952,10–8,10,18,53.4,52.9,36.4,28.6,15.9,17.8,33.4,34.7,70.4,54.1,50.8,35,37.3,8.9,9.3,47.1,47.2,39.6,41.1,69.398959666297,77.21291624621594,80.121,2.053999999999999,2026,0,0,9.988840000000001,,74.8,72.3,1.153,1.12,18.037327777778
UC Santa Barbara,117.41680847223,114.75439186182,0.56556119416845,10–7,10,17,56.6,54.3,37.5,46,18.5,17.9,32.5,27.5,66.7,55.1,54.7,39.1,35.8,7.2,11,55.9,51.2,43.2,38.5,63.553524501033,77.93946234352553,80,1.9666000000000001,2026,0,0,52.305479999999996,,78.5,72.2,1.168,1.107,10.666476470588
Washington St.,113.60817052943,111.12244016491,0.56326210763521,7–13,7,20,54,53.8,33,34.8,18.7,14.6,30.2,26.4,68.8,55.3,52.2,34.9,37.5,8.7,9.6,47,51.5,44,40.7,66.878936743411,78.04083282797654,80.4625,1.8486000000000002,2026,0,0,16.29632,,73.3,74.3,1.091,1.126,21.617095
Fresno St.,104.16577992315,101.89967537905,0.56290037179915,8–10,8,18,50.1,50.8,33.3,28.6,20,19.7,29.5,29.5,70.2,52.1,56.6,31.6,28.7,6.4,11.2,53.9,51.2,41.9,42.4,68.101510216956,77.74601878317681,81.098,1.330999999999999,2026,0,0,7.095680000000002,,76.3,71.3,1.022,1.025,20.159577777778
Montana,111.27047542513,108.95020386616,0.56029015897956,8–8,8,16,57.2,50.9,37.2,31.6,19.8,14.4,22.4,31.2,71.4,57.2,52.4,38.1,32.2,6.8,9.1,58.3,50.2,41.9,36.5,69.070136466243,77.04701030927838,79.19550000000001,1.6855371074214842,2026,0,0,2.171880000000003,,78.7,71.6,1.096,1.103,19.29504375
Kent St.,114.78505750032,112.4717978746,0.55826566712081,12–5,12,17,54.3,54.5,44.5,40.9,18.7,16.1,35.9,29.4,74.2,54.8,53.8,35.8,37,10.2,7.9,59.1,57.3,45.5,43.2,72.05778020291,76.16926819379687,79.62799999999999,2.0331933613277346,2026,0,0,7.596000000000002,,75.5,71.9,1.157,1.129,12.863835294118
East Tennessee St.,109.79640787916,107.86002827131,0.55097844764646,13–6,13,19,55.4,49.6,32.1,34.7,15.5,19.8,29.1,28,66.8,58.2,49.7,34,32.9,13.5,8.9,51.7,57,38.6,48.2,65.971067828207,76.67805277152793,79.6515,2.084149510293824,2026,0,0,13.809480000000004,,75.7,71.8,1.145,1.009,9.4743842105263
Saint Joseph's,107.20325605651,105.42411293852,0.54796584530323,10–8,10,18,47.5,49.7,33.5,29.1,17.2,15.9,32.4,31.4,69.6,51.2,48.4,28.5,34.5,12.5,12.7,57.5,50.3,44.3,37,67.696081535855,77.34147350993375,80.44,1.62867426514697,2026,0,0,46.419920000000005,,76.1,68.1,1.036,1.058,18.290888888889
Bradley,110.74011812965,108.91274100149,0.54769214687874,13–7,13,20,50,52.7,36.8,38.2,13.3,20.6,27.5,27.9,69.1,48.8,51.3,34.5,36.5,10.4,8.6,48,53.9,40.2,42,67.995438061159,76.48489829463736,81.568,1.9062000000000006,2026,0,0,0.8573600000000028,,74.4,69.7,1.096,1.04,12.771105
Arkansas St.,113.10791870258,111.25286558532,0.54740029269614,11–8,11,19,50.9,52,38.1,39.6,20.1,14.8,37.2,27.4,72.8,53.4,53.9,31.8,32.5,6.3,10.6,53.9,48.3,43.7,37.3,72.33937721261,78.36480000000002,81.27,2.1098000000000012,2026,0,0,16.96484,,77.4,71.1,1.1,1.096,16.160110526316
Temple,112.46427602749,110.66348080229,0.54627467875854,12–7,12,19,50.6,49.9,44.1,29.7,14,15.7,29.4,30.5,66,49.3,50.9,35.4,32.2,13.2,13,48.7,48.7,35.4,36.9,65.375785174105,77.46636587366694,79.905,1.9892043182726913,2026,0,0,29.350880000000004,,74,70.1,1.117,1.061,12.691294736842
Valparaiso,107.1284675393,105.53962412754,0.54285365637947,9–10,9,19,45.8,48.6,39.9,39.2,16,17.1,31.8,31.3,66.8,44.7,50,31.9,30.7,11.4,9.4,47.2,48.6,37.6,36.2,65.232356827113,78.11483059444109,81.17850000000001,1.4831999999999996,2026,0,0,6.205280000000002,,72.3,70.2,1.032,1.046,16.937968421053
UNC Wilmington,110.16461316678,108.57057539842,0.54180616708863,16–3,16,19,50.4,47.2,45.3,27.5,15.6,15.3,36.3,26.9,66.2,49.9,49.9,34.1,29.2,8.2,9.1,51.2,49.3,37.4,44,64.157376367473,78.90793714746172,80.9825,2.68006398720256,2026,0,0,10.716080000000003,,70.4,72.8,1.134,1.008,7.3126736842105
Marist,101.14611184379,99.884773238144,0.53601551633202,12–7,12,19,49.9,44.3,25.6,40.2,17.2,20.3,28,27,67.6,51.8,46,31.1,27.5,7.8,6.9,59.7,44.6,35.9,36.7,66.141728970076,76.48288174753203,79.69800000000001,1.9246301479408228,2026,0,0,0.20008000000000287,,78.4,71.6,1.03,0.93,7.6912526315789
Missouri St.,111.17033133855,109.88903628488,0.53327900984595,8–8,8,16,50.2,51.6,46.6,40.2,17.3,17.5,33,34.1,66.5,52.9,51.3,31.1,34.7,9.4,13.5,55.2,52.7,43,38.2,64.231958956979,77.13170234454638,79.591,1.80376075215043,2026,0,0,6.280720000000003,,67.6,72.3,1.079,1.101,13.746375
Boston College,102.66673318875,101.62293076833,0.52934567583691,9–10,9,19,46.7,46.5,35.6,33.7,15.5,15.6,29,28.9,66.3,48.1,46.6,29.9,30.9,13.2,11.4,47.9,47.9,43.1,36,65.592969058526,77.67711472774765,81.3705,1.6639344262295084,2026,0,0,56.642,,66.4,65.3,1.004,1,18.811652631579
Austin Peay,105.67320995324,104.75451151112,0.52508279451173,11–6,11,17,50.4,52,31.9,31.9,15.3,20.8,29.8,29.1,70.1,50.4,54.2,33.6,32.7,6.8,9.9,56.1,57.2,40.7,43.8,68.618569818275,77.17971132343972,80.236,1.7681999999999998,2026,0,0,18.48444,,69.6,67.1,1.073,1.021,12.098882352941
Northern Colorado,113.40114942,112.48857072962,0.52321302550723,8–9,8,17,55.1,51.1,27.8,39.8,16.6,12.8,28.4,25.4,70.3,57.3,54.1,34.7,30.4,4.6,7.9,54.8,37.5,42.4,34.7,68.018255100776,77.5757452021233,80.79,2.3226,2026,0,0,7.396880000000002,,75.3,76,1.115,1.114,15.024276470588
Winthrop,112.77543211498,111.97386437837,0.52049595422844,12–8,12,20,50.3,51.9,42.1,37.9,14.2,17.3,34.8,29.1,70.8,50.1,53,33.7,33.6,8.3,11,51.9,45.8,43.9,42.5,68.39427950386,76.74788050060558,80.76899999999999,2.7970405918816237,2026,0,0,21.63596,,72.3,73.5,1.145,1.086,17.472505
Idaho,111.01578203991,110.49122642326,0.51361336153672,9–7,9,16,52,51.3,38.3,39.5,15.7,16,29,28.4,69.3,52,51.4,34.7,34.2,6,8,46.3,46,50.1,37.2,66.387759032172,77.25056340913747,80.658,1.9719943988797755,2026,0,0,0.1999600000000028,,73.7,74,1.103,1.094,12.57950625
Southern Illinois,104.86162143335,104.44311731363,0.51149509506066,7–12,7,19,50,49.6,35.5,35.2,17.8,17.5,31.1,29.2,70.8,53.3,51.5,27.9,31.3,9.4,8,48.8,54.5,28.1,40.6,69.455437992688,77.31461821151491,80.72550000000001,1.8287657531506305,2026,0,0,26.647600000000004,,67,70,1.039,1.036,18.671678947368
Portland St.,104.27024280089,103.89265112504,0.51042856201847,9–5,9,14,52.2,47.8,35.6,46.3,19,17.8,32.2,27.4,70,53.1,48.7,33.7,30.8,12.9,8.1,56.1,56.2,35.4,37.6,68.103929793981,78.10333333333334,80.736,2.337,2026,0,0,0.816960000000003,,70.3,75.2,1.067,1.025,13.316078571429
UT Arlington,102.76634261978,102.49486433231,0.50760436286492,11–6,11,17,48.9,47,44.3,43.2,21.9,18.9,34.6,29.4,67.6,49.8,50.8,31.3,25.5,9,9.2,48.5,50.8,32.7,30,65.098288902979,76.7654,80.1635,1.4639072185562885,2026,0,0,22.29408,,72.9,70.5,1.009,0.994,15.314164705882
