game_id,season,season_type,home_team,away_team,home_score,away_score,actual_spread,actual_total,off_eff_diff,def_eff_diff,net_eff_diff,spread_net_rating_diff,spread_off_rating_diff,spread_def_rating_diff,spread_ppg_diff,spread_opp_ppg_diff,spread_margin_diff,spread_efg_diff,spread_to_rate_diff,spread_orb_diff,spread_ft_rate_diff,total_combined_off_eff,total_combined_def_eff,total_avg_off_eff,total_avg_def_eff,total_combined_tempo,total_avg_tempo,total_combined_ppg,total_combined_opp_ppg,total_combined_fg_pct,total_combined_3pt_pct,total_projected_total,sample_weight,game_type
53987,2016,regular,Marist,Holy Cross,64,67,3.0,131.0,-1.3999999999999915,0.5,-1.7999999999999998,-1.7999999999999998,-1.3999999999999915,0.5,6.728571428571428,8.80952380952381,-2.0809523809523824,0.015000000000000013,-0.010000000000000009,0.0030000000000000027,-0.0020000000000000018,220.2,221.1,110.1,110.55,120.69999999999999,60.349999999999994,136.27142857142857,148.52380952380952,0.8340000000000001,0.668,53.264909999999986,1.0,regular
53984,2016,regular,Rider,Princeton,56,64,8.0,120.0,-1.2999999999999972,1.5,-2.8,-2.8,-1.2999999999999972,1.5,-13.133751306165095,-1.2225705329153698,-11.911180773249725,-0.06300000000000006,0.03,0.013000000000000012,0.01799999999999996,222.10000000000002,221.5,111.05000000000001,110.75,125.19999999999999,62.599999999999994,145.07314524555903,135.9498432601881,0.891,0.698,55.53871999999999,1.0,regular
53982,2016,regular,Indiana State,IU Indianapolis,70,72,2.0,142.0,1.4000000000000057,-2.299999999999997,3.7,3.7,1.4000000000000057,-2.299999999999997,-0.34375,-4.375,4.03125,-0.02200000000000002,-0.01999999999999999,-0.006999999999999951,0.09299999999999997,221.0,223.10000000000002,110.5,111.55000000000001,128.4,64.2,135.96875,143.25,0.8140000000000001,0.6359999999999999,57.02244000000001,1.0,regular
54007,2016,regular,Cincinnati,Western Carolina,97,72,-25.0,169.0,0.20000000000000284,-2.799999999999997,3.0,3.0,0.20000000000000284,-2.799999999999997,0.36096256684491834,-9.901960784313722,10.26292335115864,0.007000000000000006,-0.04999999999999999,0.017000000000000015,-0.046999999999999986,222.2,218.39999999999998,111.1,109.19999999999999,128.39999999999998,64.19999999999999,146.18449197860963,136.5686274509804,0.855,0.6799999999999999,56.57303999999999,1.0,regular
54006,2016,regular,George Washington,Lafayette,85,76,-9.0,161.0,5.400000000000006,1.4000000000000057,4.0,4.0,5.400000000000006,1.4000000000000057,4.257894736842104,-11.92631578947369,16.184210526315795,0.0020000000000000018,-0.03,0.061,0.07500000000000001,229.6,227.0,114.8,113.5,124.6,62.3,147.05789473684212,148.87368421052633,0.882,0.736,56.89236000000001,1.0,regular
54005,2016,regular,Georgia,Chattanooga,90,92,2.0,182.0,-2.0,-4.0,2.0,2.0,-2.0,-4.0,-5.153781512605036,2.1336134453781455,-7.287394957983182,-0.043999999999999984,0.0,-0.007000000000000006,0.01799999999999996,222.4,223.6,111.2,111.8,128.2,64.1,146.3890756302521,137.21932773109245,0.881,0.728,57.1772,1.0,regular
54003,2016,regular,Clemson,North Carolina Central,74,40,-34.0,114.0,-50.400000000000006,-38.099999999999994,-12.3,-12.3,-50.400000000000006,-38.099999999999994,0.2701612903225765,-5.359879032258064,5.630040322580641,0.02100000000000002,-0.09,-0.03999999999999998,-0.04999999999999999,271.4,255.9,135.7,127.95,117.5,58.75,139.02016129032256,134.32762096774195,0.8660000000000001,0.7010000000000001,61.957750000000004,1.0,regular
54002,2016,regular,Dayton,Southeast Missouri State,84,53,-31.0,137.0,0.20000000000000284,-1.1000000000000085,1.2999999999999998,1.2999999999999998,0.20000000000000284,-1.1000000000000085,5.480668756530832,-11.715778474399173,17.196447230930005,0.062000000000000055,-0.01999999999999999,-0.061,0.04999999999999999,223.8,221.7,111.9,110.85,132.7,66.35,139.5496342737722,143.59456635318705,0.864,0.6439999999999999,59.117850000000004,1.0,regular
54001,2016,regular,Miami,UT Rio Grande Valley,86,59,-27.0,145.0,1.7999999999999972,-0.7999999999999972,2.5999999999999996,2.5999999999999996,1.7999999999999972,-0.7999999999999972,8.79523809523809,-10.266666666666666,19.061904761904756,0.062000000000000055,-0.03999999999999998,0.018000000000000016,0.10300000000000004,220.2,221.39999999999998,110.1,110.69999999999999,125.4,62.7,141.66190476190476,145.06666666666666,0.897,0.71,55.37664,1.0,regular
54000,2016,regular,Seton Hall,Dartmouth,84,67,-17.0,151.0,0.09999999999999432,-0.30000000000001137,0.4,0.4,0.09999999999999432,-0.30000000000001137,3.033613445378151,-3.2415966386554658,6.275210084033617,0.014000000000000012,-0.01999999999999999,-0.01100000000000001,0.02899999999999997,222.1,222.5,111.05,111.25,132.4,66.2,145.31932773109241,138.82983193277312,0.882,0.6880000000000001,58.865040000000015,1.0,regular
53999,2016,regular,Tennessee,UNC Asheville,82,78,-4.0,160.0,0.20000000000000284,-3.1000000000000085,3.3000000000000003,3.3000000000000003,0.20000000000000284,-3.1000000000000085,0.05882352941176805,7.147058823529406,-7.088235294117638,-0.025000000000000022,-0.06,0.02100000000000002,-0.06899999999999995,224.2,221.3,112.1,110.65,130.1,65.05,150.1764705882353,143.20588235294116,0.8760000000000001,0.6499999999999999,57.95955000000001,1.0,regular
53998,2016,regular,Charleston,South Carolina State,74,54,-20.0,128.0,-0.7000000000000028,-1.5,0.8999999999999999,0.8999999999999999,-0.7000000000000028,-1.5,-7.668880455407972,-11.12049335863378,3.451612903225808,-0.02100000000000002,-0.010000000000000009,0.009000000000000008,-0.03999999999999998,220.3,221.9,110.15,110.95,80.9,40.45,138.50759013282732,135.05597722960152,0.869,0.683,35.77398000000001,1.0,regular
53997,2016,regular,Richmond,James Madison,75,87,12.0,162.0,0.4000000000000057,-1.3999999999999915,1.8,1.8,0.4000000000000057,-1.3999999999999915,1.40625,5.1875,-3.78125,0.02300000000000002,-0.03,-0.022999999999999937,-0.01699999999999996,220.4,221.2,110.2,110.6,129.7,64.85,151.71875,142.5,0.931,0.7150000000000001,57.27552,1.0,regular
53993,2016,regular,Xavier,Miami (OH),81,72,-9.0,153.0,1.8999999999999915,-0.09999999999999432,2.0,2.0,1.8999999999999915,-0.09999999999999432,17.196969696969695,2.2014260249554383,14.995543672014257,0.06000000000000005,-0.010000000000000009,0.008000000000000007,0.05400000000000005,221.3,221.9,110.65,110.95,137.39999999999998,68.69999999999999,143.8030303030303,138.50445632798574,0.856,0.669,60.89568,1.0,regular
53954,2016,regular,Virginia,Morgan State,86,48,-38.0,134.0,-1.6999999999999886,-7.299999999999997,5.7,5.7,-1.6999999999999886,-7.299999999999997,3.5858761987794168,-11.655623365300777,15.241499564080193,0.11099999999999988,-0.24000000000000002,-0.07400000000000001,-0.041000000000000036,225.5,222.89999999999998,112.75,111.44999999999999,89.1,44.55,138.3600697471665,131.76373147340888,0.885,0.698,39.952439999999996,1.0,regular
53960,2016,regular,Indiana,Eastern Illinois,88,49,-39.0,137.0,5.3999999999999915,0.8999999999999915,4.5,4.5,5.3999999999999915,0.8999999999999915,11.099999999999994,-3.8523809523809547,14.952380952380949,0.08000000000000007,0.010000000000000009,0.02300000000000002,0.0,226.2,225.3,113.1,112.65,129.8,64.9,154.1,143.68095238095236,0.942,0.766,58.60470000000001,1.0,regular
53958,2016,regular,Michigan State,Florida Atlantic,82,55,-27.0,137.0,2.200000000000003,-2.0999999999999943,4.3,4.3,2.200000000000003,-2.0999999999999943,13.466666666666669,-9.948051948051955,23.414718614718623,0.09399999999999997,0.0,0.030999999999999972,-0.03799999999999998,223.2,220.9,111.6,110.45,133.2,66.6,146.13333333333333,138.23376623376623,0.893,0.772,59.154120000000006,1.0,regular
53953,2016,regular,Maryland,Mount St. Mary's,80,56,-24.0,136.0,-2.0,-3.0999999999999943,1.1,1.1,-2.0,-3.0999999999999943,8.482323232323225,-2.4848484848484844,10.96717171717171,0.09599999999999997,0.010000000000000009,-0.059,0.07800000000000001,223.0,222.1,111.5,111.05,132.9,66.45,142.90656565656565,135.8181818181818,0.887,0.6779999999999999,59.15379000000001,1.0,regular
53956,2016,regular,Villanova,Fairleigh Dickinson,91,54,-37.0,145.0,2.299999999999997,-3.200000000000003,5.5,5.5,2.299999999999997,-3.200000000000003,0.43484848484848726,-15.212878787878779,15.647727272727266,0.04400000000000004,-0.01999999999999999,-0.062,0.014000000000000012,223.3,221.8,111.65,110.9,135.10000000000002,67.55000000000001,155.46515151515152,142.3628787878788,0.941,0.7240000000000001,60.13301000000001,1.0,regular
53994,2016,regular,Louisville,Samford,86,45,-41.0,131.0,2.299999999999997,-6.1000000000000085,8.4,8.4,2.299999999999997,-6.1000000000000085,1.0283479960899342,-12.87096774193548,13.899315738025415,0.016000000000000014,-0.03999999999999998,0.04800000000000004,-0.11199999999999999,224.7,219.7,112.35,109.85,126.60000000000001,63.300000000000004,148.9071358748778,135.1290322580645,0.9239999999999999,0.6699999999999999,56.26104000000001,1.0,regular
53995,2016,regular,Syracuse,Lehigh,57,47,-10.0,104.0,1.7999999999999972,-1.2999999999999972,3.1,3.1,1.7999999999999972,-1.2999999999999972,-0.9020270270270316,-3.9543918918918877,3.052364864864856,-0.02300000000000002,-0.010000000000000009,0.056999999999999995,0.035999999999999976,222.39999999999998,220.10000000000002,111.19999999999999,110.05000000000001,130.7,65.35,140.84797297297297,134.17060810810813,0.881,0.752,57.83475,1.0,regular
54008,2016,regular,VCU,Prairie View A&M,75,50,-25.0,125.0,0.6000000000000085,-3.5,4.1,4.1,0.6000000000000085,-3.5,16.83064516129032,-3.2544802867383567,20.085125448028677,0.09299999999999997,-0.4,-0.02400000000000002,-0.04299999999999998,221.8,220.7,110.9,110.35,95.60000000000001,47.800000000000004,137.6693548387097,138.8100358422939,0.831,0.6240000000000001,42.303000000000004,1.0,regular
54009,2016,regular,Duke,Siena,92,74,-18.0,166.0,-14.200000000000003,-53.39999999999999,39.300000000000004,39.300000000000004,-14.200000000000003,-53.39999999999999,2.9052287581699403,-0.8218954248365975,3.727124183006538,0.017000000000000015,-0.09,-0.006000000000000005,-0.0019999999999999463,242.8,274.8,121.4,137.4,134.2,67.1,159.3169934640523,145.76633986928107,0.926,0.753,69.46192,1.0,regular
54011,2016,regular,George Mason,Colgate,53,66,13.0,119.0,-1.5999999999999943,-0.29999999999999716,-1.2999999999999998,-1.2999999999999998,-1.5999999999999943,-0.29999999999999716,-2.8916666666666657,0.78125,-3.6729166666666657,-0.07500000000000001,0.010000000000000009,0.013000000000000012,0.05199999999999999,222.4,222.3,111.2,111.15,130.1,65.05,136.64166666666665,143.78125,0.853,0.664,57.855470000000004,1.0,regular
54012,2016,regular,West Virginia,Northern Kentucky,107,61,-46.0,168.0,1.7000000000000028,-0.7999999999999972,2.5,2.5,1.7000000000000028,-0.7999999999999972,8.009523809523813,-7.719047619047629,15.728571428571442,-0.010000000000000009,-0.009999999999999981,0.13199999999999995,0.14500000000000002,224.10000000000002,224.39999999999998,112.05000000000001,112.19999999999999,133.3,66.65,149.07619047619048,141.14761904761906,0.888,0.682,59.78505000000001,1.0,regular
54013,2016,regular,North Carolina,Temple,91,67,-24.0,158.0,0.6999999999999886,-2.299999999999997,3.0,3.0,0.6999999999999886,-2.299999999999997,14.078030303030303,2.4492424242424278,11.628787878787875,0.05700000000000005,0.0,0.046999999999999986,0.05699999999999994,222.5,221.7,111.25,110.85,129.4,64.7,151.47196969696972,137.6007575757576,0.8880000000000001,0.664,57.47948,1.0,regular
54014,2016,regular,Kentucky,UAlbany,78,65,-13.0,143.0,1.2999999999999972,-1.2000000000000028,2.5,2.5,1.2999999999999972,-1.2000000000000028,3.8661616161616195,2.0227272727272663,1.8434343434343532,0.026000000000000023,-0.04999999999999999,0.028000000000000025,-0.062000000000000055,222.7,219.2,111.35,109.6,124.60000000000001,62.300000000000004,155.07828282828285,134.14393939393938,0.9359999999999999,0.6859999999999999,55.06074,1.0,regular
54015,2016,regular,Purdue,North Carolina A&T,81,40,-41.0,121.0,-45.0,-60.39999999999999,15.3,15.3,-45.0,-60.39999999999999,10.104464285714286,-10.859821428571422,20.964285714285708,0.07600000000000001,-0.24,-0.029000000000000026,-0.014000000000000012,265.2,281.8,132.6,140.9,98.0,49.0,145.6669642857143,141.20267857142858,0.876,0.681,53.605999999999995,1.0,regular
54016,2016,regular,Old Dominion,Niagara,67,50,-17.0,117.0,13.099999999999994,9.0,4.1,4.1,13.099999999999994,9.0,3.932565789473685,-10.44736842105263,14.379934210526315,0.02999999999999997,-0.08000000000000002,0.011000000000000065,-0.031000000000000028,232.5,232.6,116.25,116.3,120.19999999999999,60.099999999999994,133.1200657894737,133.55263157894737,0.847,0.583,55.90502000000001,1.0,regular
54017,2016,regular,New Mexico,Texas Southern,86,57,-29.0,143.0,0.09999999999999432,-2.3999999999999915,2.6,2.6,0.09999999999999432,-2.3999999999999915,3.181818181818187,2.8598484848484844,0.32196969696970257,0.0030000000000000027,-0.16,-0.067,0.026000000000000023,223.9,222.2,111.95,111.1,99.4,49.7,148.8181818181818,143.8901515151515,0.922,0.704,44.34234000000001,1.0,regular
54023,2016,regular,Hofstra,Canisius,96,85,-11.0,181.0,-2.299999999999997,-0.29999999999999716,-2.0,-2.0,-2.299999999999997,-0.29999999999999716,2.3074866310160473,-4.599821746880565,6.907308377896612,0.026000000000000023,0.01999999999999999,-0.049000000000000044,0.02999999999999997,223.10000000000002,223.89999999999998,111.55000000000001,111.94999999999999,127.3,63.65,155.39839572192514,152.18805704099822,0.866,0.6970000000000001,56.903099999999995,1.0,regular
54021,2016,regular,Loyola Maryland,Tennessee State,71,86,15.0,157.0,-0.7000000000000028,-0.29999999999999716,-0.2999999999999998,-0.2999999999999998,-0.7000000000000028,-0.29999999999999716,-3.655913978494624,6.494623655913969,-10.150537634408593,-0.023999999999999966,-0.010000000000000009,0.010000000000000009,-0.03300000000000003,220.3,224.7,110.15,112.35,129.2,64.6,142.98924731182797,144.1720430107527,0.881,0.639,57.494,1.0,regular
54019,2016,regular,Milwaukee,Denver,71,58,-13.0,129.0,-1.2000000000000028,-0.8999999999999915,-0.3,-0.3,-1.2000000000000028,-0.8999999999999915,14.13978494623656,7.164222873900286,6.975562072336274,-0.02100000000000002,-0.04999999999999999,0.053999999999999965,0.007000000000000006,222.39999999999998,222.7,111.19999999999999,111.35,118.9,59.45,144.52688172043008,137.74486803519062,0.932,0.746,52.92239,1.0,regular
54026,2016,regular,Arizona State,Sacramento State,63,66,3.0,129.0,-1.0999999999999943,-2.9000000000000057,1.9,1.9,-1.0999999999999943,-2.9000000000000057,1.9909274193548328,1.8074596774193594,0.18346774193547333,-0.019999999999999962,0.020000000000000018,0.063,0.026999999999999913,222.1,221.1,111.05,110.55,124.30000000000001,62.150000000000006,144.57157258064518,146.13004032258064,0.8579999999999999,0.6739999999999999,55.089760000000005,1.0,regular
54025,2016,regular,UConn,Maine,100,56,-44.0,156.0,1.4000000000000057,-4.5,5.9,5.9,1.4000000000000057,-4.5,-2.88333333333334,-23.39444444444444,20.5111111111111,0.022999999999999965,-0.04999999999999999,-0.06,-0.023999999999999966,221.4,219.9,110.7,109.95,139.0,69.5,149.05,150.33888888888887,0.886,0.704,61.3407,1.0,regular
53963,2016,regular,Notre Dame,St. Francis (PA),87,56,-31.0,143.0,1.9000000000000057,0.20000000000000284,1.7,1.7,1.9000000000000057,0.20000000000000284,4.777777777777786,-2.1166666666666742,6.89444444444446,0.05500000000000005,-0.04000000000000001,-0.018000000000000016,-0.06000000000000005,221.9,223.60000000000002,110.95,111.80000000000001,128.2,64.1,145.44444444444446,143.28333333333333,0.897,0.733,57.11309999999999,1.0,regular
54051,2016,regular,Northwestern,UMass Lowell,79,57,-22.0,136.0,-1.0,-1.5999999999999943,0.5,0.5,-1.0,-1.5999999999999943,-4.5862068965517295,-16.824353448275858,12.238146551724128,-0.015000000000000013,-0.06,0.02999999999999997,-0.04200000000000004,218.6,222.0,109.3,111.0,131.4,65.7,148.58620689655174,148.76185344827587,0.919,0.722,57.894840000000016,1.0,regular
53955,2016,regular,Wichita State,Charleston Southern,88,63,-25.0,151.0,0.9000000000000057,-3.799999999999997,4.7,4.7,0.9000000000000057,-3.799999999999997,0.8952380952380992,-16.071428571428562,16.96666666666666,-0.016000000000000014,-0.04000000000000001,0.020000000000000018,0.09699999999999998,224.9,219.60000000000002,112.45,109.80000000000001,130.2,65.1,143.96190476190475,134.12857142857143,0.857,0.67,57.87389999999999,1.0,regular
54049,2016,regular,Oral Roberts,Missouri State,80,65,-15.0,145.0,-0.7999999999999972,-1.3999999999999915,0.6,0.6,-0.7999999999999972,-1.3999999999999915,8.71875,4.371975806451616,4.346774193548384,0.04999999999999999,-0.010000000000000009,-0.020999999999999963,-0.027000000000000024,224.60000000000002,223.8,112.30000000000001,111.9,131.60000000000002,65.80000000000001,143.28125,149.43447580645162,0.871,0.6930000000000001,59.00944000000002,1.0,regular
54036,2016,regular,Northern Illinois,Cal State Northridge,83,71,-12.0,154.0,-2.700000000000003,-2.4000000000000057,-0.29999999999999993,-0.29999999999999993,-2.700000000000003,-2.4000000000000057,1.0078431372548948,-8.160784313725486,9.168627450980381,0.019000000000000017,0.009999999999999981,0.03400000000000003,-0.023999999999999966,220.3,221.4,110.15,110.7,125.0,62.5,143.87450980392157,142.57254901960783,0.8590000000000001,0.645,55.212500000000006,1.0,regular
54035,2016,regular,Omaha,UC Santa Barbara,59,60,1.0,119.0,-0.5,0.5,-1.0,-1.0,-0.5,0.5,14.52367424242425,14.60132575757575,-0.07765151515150137,0.015000000000000013,-0.010000000000000009,0.021999999999999964,0.14300000000000007,224.1,222.7,112.05,111.35,133.0,66.5,156.03882575757575,149.08617424242425,0.913,0.6970000000000001,59.42439999999999,1.0,regular
54033,2016,regular,Loyola Chicago,UTSA,76,64,-12.0,140.0,0.3999999999999915,-1.2000000000000028,1.7000000000000002,1.7000000000000002,0.3999999999999915,-1.2000000000000028,-8.0625,-19.25,11.1875,0.01100000000000001,0.010000000000000009,-0.04899999999999999,-0.04299999999999998,220.8,224.60000000000002,110.4,112.30000000000001,132.2,66.1,136.75,149.375,0.8420000000000001,0.665,58.88188,1.0,regular
54057,2016,regular,Southern Illinois,Air Force,77,75,-2.0,152.0,1.0999999999999943,-0.20000000000000284,1.2999999999999998,1.2999999999999998,1.0999999999999943,-0.20000000000000284,5.34375,-3.15625,8.5,0.026000000000000023,0.01999999999999999,0.059,-0.009000000000000064,221.1,223.2,110.55,111.6,132.39999999999998,66.19999999999999,142.15625,142.46875,0.881,0.6819999999999999,58.82531999999999,1.0,regular
54056,2016,regular,Kansas,Northern Colorado,109,72,-37.0,181.0,0.5,-2.200000000000003,2.9,2.9,0.5,-2.200000000000003,7.353989813242777,-12.432937181663831,19.786926994906608,0.05399999999999994,-0.04000000000000001,-0.025000000000000022,-0.03799999999999998,225.5,222.39999999999998,112.75,111.19999999999999,130.6,65.3,155.22495755517826,147.6960950764007,0.946,0.788,58.495740000000005,1.0,regular
54055,2016,regular,Bradley,Ball State,54,53,-1.0,107.0,0.8999999999999915,-0.7999999999999972,1.7999999999999998,1.7999999999999998,0.8999999999999915,-0.7999999999999972,-14.797321428571422,3.137500000000003,-17.934821428571425,-0.09400000000000003,0.04000000000000001,-0.0030000000000000027,0.044999999999999984,219.3,223.2,109.65,111.6,123.2,61.6,126.85982142857142,136.7375,0.825,0.6520000000000001,54.516,1.0,regular
54054,2016,regular,USC,San Diego,83,45,-38.0,128.0,-2.0,-0.7999999999999972,-1.2,-1.2,-2.0,-0.7999999999999972,19.766666666666666,5.484313725490196,14.28235294117647,0.07200000000000001,-0.06,0.010000000000000009,0.0050000000000000044,220.2,222.39999999999998,110.1,111.19999999999999,123.3,61.65,141.23333333333335,143.75098039215686,0.8500000000000001,0.6719999999999999,54.572579999999995,1.0,regular
54053,2016,regular,St. Bonaventure,Binghamton,63,53,-10.0,116.0,2.5,-0.6000000000000085,3.2,3.2,2.5,-0.6000000000000085,16.809677419354834,4.398924731182788,12.410752688172046,0.07200000000000006,-0.04000000000000001,0.045999999999999985,0.012999999999999956,220.9,222.8,110.45,111.4,125.5,62.75,138.60967741935482,141.66559139784948,0.835,0.6579999999999999,55.68435000000001,1.0,regular
54052,2016,regular,Oklahoma State,UT Martin,91,57,-34.0,148.0,1.3000000000000114,-4.599999999999994,6.0,6.0,1.3000000000000114,-4.599999999999994,-6.471428571428575,-4.132142857142853,-2.3392857142857224,-0.030000000000000027,0.0,-0.01100000000000001,0.026999999999999913,223.5,222.0,111.75,111.0,124.6,62.3,139.4714285714286,138.38214285714287,0.867,0.675,55.509299999999996,1.0,regular
54048,2016,regular,Wake Forest,UMBC,78,73,-5.0,151.0,-0.10000000000000853,0.0,-0.09999999999999998,-0.09999999999999998,-0.10000000000000853,0.0,1.9385080645161281,-1.5614919354838719,3.5,-0.007000000000000006,0.01999999999999999,0.04400000000000004,0.010000000000000009,220.7,222.6,110.35,111.3,130.39999999999998,65.19999999999999,146.12600806451613,159.62600806451613,0.881,0.647,57.806319999999985,1.0,regular
54047,2016,regular,Illinois,North Florida,81,93,12.0,174.0,-1.2000000000000028,-2.700000000000003,1.5,1.5,-1.2000000000000028,-2.700000000000003,-12.147058823529406,-4.764705882352942,-7.382352941176464,-0.08199999999999996,-0.010000000000000009,-0.01100000000000001,0.0030000000000000027,220.8,220.89999999999998,110.4,110.44999999999999,138.0,69.0,156.38235294117646,154.29411764705884,0.916,0.7729999999999999,60.9546,1.0,regular
54046,2016,regular,Saint Joseph's,Drexel,82,81,-1.0,163.0,0.10000000000000853,-0.5,0.5000000000000001,0.5000000000000001,0.10000000000000853,-0.5,14.06093189964158,-0.3637992831541226,14.424731182795703,0.06900000000000006,-0.03999999999999998,-0.05299999999999999,0.006000000000000005,222.7,220.9,111.35,110.45,131.9,65.95,140.38351254480287,140.47491039426524,0.8459999999999999,0.6559999999999999,58.51084,1.0,regular
54045,2016,regular,NC State,William & Mary,68,85,17.0,153.0,-1.2000000000000028,-1.0999999999999943,-0.09999999999999998,-0.09999999999999998,-1.2000000000000028,-1.0999999999999943,-1.6911045943303975,3.2952101661779096,-4.986314760508307,-0.06399999999999995,-0.03,0.123,0.02699999999999997,223.39999999999998,222.9,111.69999999999999,111.45,117.10000000000001,58.550000000000004,152.11534701857283,145.55327468230695,0.913,0.717,52.26173,1.0,regular
