game_id,season,season_type,home_team,away_team,home_score,away_score,actual_spread,actual_total,off_eff_diff,def_eff_diff,net_eff_diff,spread_net_rating_diff,spread_off_rating_diff,spread_def_rating_diff,spread_ppg_diff,spread_opp_ppg_diff,spread_margin_diff,spread_efg_diff,spread_to_rate_diff,spread_orb_diff,spread_ft_rate_diff,total_combined_off_eff,total_combined_def_eff,total_avg_off_eff,total_avg_def_eff,total_combined_tempo,total_avg_tempo,total_combined_ppg,total_combined_opp_ppg,total_combined_fg_pct,total_combined_3pt_pct,total_projected_total
,2023,regular,Baylor,Mississippi Valley State,,,,,-2.299999999999997,-6.700000000000003,4.3,4.3,-2.299999999999997,-6.700000000000003,15.998161764705884,-4.485294117647058,20.483455882352942,0.07800000000000007,-0.08000000000000002,0.030999999999999972,-0.01200000000000001,227.7,229.10000000000002,113.85,114.55000000000001,126.80000000000001,63.400000000000006,138.06066176470588,145.01470588235293,0.8560000000000001,0.717,57.92224
,2023,regular,Stanford,Pacific,,,,,-0.10000000000000853,-1.9000000000000057,1.8,1.8,-0.10000000000000853,-1.9000000000000057,-5.484848484848484,-9.363636363636374,3.8787878787878896,-0.0050000000000000044,0.010000000000000009,0.046999999999999986,-0.044999999999999984,222.7,221.5,111.35,110.75,129.8,64.9,146.15151515151513,146.0909090909091,0.904,0.753,57.657160000000005
,2023,regular,Charlotte,Coppin State,,,,,-1.2000000000000028,-2.4000000000000057,1.2,1.2,-1.2000000000000028,-2.4000000000000057,-5.055555555555557,-20.572916666666664,15.517361111111107,0.041000000000000036,-0.03,0.0040000000000000036,-0.122,221.2,223.0,110.6,111.5,129.5,64.75,138.94444444444446,145.73958333333334,0.9079999999999999,0.715,57.5239
,2023,regular,Michigan,Purdue Fort Wayne,,,,,1.7000000000000028,-0.5,2.1,2.1,1.7000000000000028,-0.5,-0.5220588235294059,-0.1948529411764639,-0.327205882352942,-0.0030000000000000027,-0.04000000000000001,-0.03799999999999995,0.021999999999999964,226.3,221.9,113.15,110.95,132.8,66.4,147.2279411764706,139.43014705882354,0.889,0.6970000000000001,59.52096000000002
,2023,regular,Kentucky,Howard,,,,,-5.5,-12.200000000000003,6.7,6.7,-5.5,-12.200000000000003,-0.7865546218487367,-4.834453781512607,4.047899159663871,-0.02100000000000002,-0.07,0.02799999999999997,-0.013999999999999957,229.5,230.2,114.75,115.1,129.8,64.9,149.72773109243695,140.42268907563027,0.9119999999999999,0.7210000000000001,59.66906
,2023,regular,Villanova,La Salle,,,,,2.299999999999997,-1.6000000000000085,4.0,4.0,2.299999999999997,-1.6000000000000085,-0.235294117647058,-4.911764705882362,4.676470588235304,0.030000000000000027,-0.01999999999999999,-0.086,0.01699999999999996,223.3,220.2,111.65,110.1,130.3,65.15,139.41176470588238,140.26470588235293,0.86,0.6759999999999999,57.78805000000001
,2023,regular,Butler,New Orleans,,,,,0.5,-1.1999999999999886,1.7000000000000002,1.7000000000000002,0.5,-1.1999999999999886,-7.875,-11.3125,3.4375,-0.027000000000000024,-0.06,-0.08399999999999996,-0.11799999999999994,221.5,223.0,110.75,111.5,134.5,67.25,138.375,147.1875,0.903,0.705,59.78525
,2023,regular,St. John's,Merrimack,,,,,12.0,9.299999999999997,2.7,2.7,12.0,9.299999999999997,14.745098039215684,12.858288770053484,1.8868092691621996,0.0030000000000000027,-0.009999999999999981,0.09200000000000003,-0.066,213.6,214.3,106.8,107.15,135.3,67.65,139.92156862745097,137.50534759358288,0.868,0.658,57.894870000000004
,2023,regular,Clemson,The Citadel,,,,,0.4000000000000057,-3.799999999999997,4.2,4.2,0.4000000000000057,-3.799999999999997,7.268382352941174,-6.305147058823536,13.57352941176471,0.04500000000000004,-0.01999999999999999,-0.01999999999999999,0.01699999999999996,220.6,221.60000000000002,110.3,110.80000000000001,130.60000000000002,65.30000000000001,142.14338235294116,142.06985294117646,0.899,0.6890000000000001,57.75132000000002
,2023,regular,Maryland,Niagara,,,,,0.7999999999999972,-2.299999999999997,3.1,3.1,0.7999999999999972,-2.299999999999997,4.68202764976958,-2.4497695852534562,7.131797235023036,-0.0010000000000000009,-0.01999999999999999,0.026000000000000023,0.04799999999999999,220.2,221.3,110.1,110.65,121.4,60.7,134.74654377880182,129.42119815668204,0.8959999999999999,0.675,53.5981
